CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR,KOS,SSD,2,0
,,-,,,,,,,,,1.7817540574885975,0.8103252733691456,3.2992588102297,,5.263771964015803,,,3.2573301378517128,1.6544981963951384,,2.541766067321193,1.6176965941871007,1.697261940066728,0.18992360964919341,,1.8481253548829504,,1.5113788608481418,1.0165708498554655,1.3345468883381404,9.259319280091537,,,12.755755067883536,7.729359239465292,0.509861740991653,2.437321306645171,,0.20788477280592327,1.3265589077916433,3.561529638362399,,3.365019493802304,7.31798261381525,2.308635517029702,1.945907340083516,,3.6907357622063057,4.00444344683281,2.307676973632069,1.2781120015661742,2.983630025657238,,4.297169903784502,,2.2823712805532015,6.607382124749801,1.3994815699624215,2.580903459013883,0.9847314153823801,1.6223056854756714,1.6103529630974374,,2.1920231486518427,0.08628499082258535,3.0136451900178938,2.1549116396322003,4.0766728017518234,1.4810263566084971,3.6011711273817553,,,1.0603724244139974,3.4718337270178883,4.510603174568085,1.0267478513516277,1.6910194834169185,4.95798799321912,3.200337511556403,1.4253172714176379,2.4954033848378074,7.623016194659447,,0.8206132551278555,,3.086411874158447,3.9166874588588585,5.338625314187707,1.5176643115955015,2.3868337471696335,,5.249087557408867,0.009746453180308206,2.585538437029303,0.0019677097872019696,1.193484865502862,3.877055858783203,0.9973096513301261,0.6578250928892287,0.5376336618768663,0.5823218776466299,1.1156222327799967,0.20190375757341886,0.6677054696884438,0.2589673458610108,1.9628263962595531,2.0912697153945525,,0.01999711659082543,1.9008071665946156,4.7847129324124955,1.9811662235738177,0.9408691671943628,1.2775176707874967,4.376305327294488,0.33041169453580366,,4.136455185948547,,,3.4590873713275374,3.3914097459103556,18.207555367748093,,3.5976547855960934,1.7495196969231404,,0.5731661616472139,3.055222619412692,1.6687200191912193,,,0.6984348054139162,,,1.1895943616106028,3.91590935199709,6.403558586828559,0.38872605915539094,,3.301651762823631,0.31578893522124646,,0.23153195867092533,4.542259449549786,5.249943598376487,13.713123326823666,,0.38478171572595904,,1.2148981617023764,,1.9451643804097172,2.214375338046371,,8.059470158986862,2.467359472067877,3.313354051511384,1.5159516469210768,0.6361122538082935,,0.5140972716468158,3.2239438025253917,3.966055512644432,1.2410519425038473,3.6089396737965083,,,,6.100637612407382,,4.460429373739141,0.6827363244201352,2.349052710085678,,,5.982981250237899,,3.0671568243701133,0.8297846657116801,12.467713677091224,2.027226018369927,1.129638320903195,1.126743461742515,1.9940178830805888,3.78647052772902,0.7385711500237073,5.6890219124770525,1.141476974783986,0.8197037194284914,2.357444908799465,0.5902170359860756,1.8062090331283727,2.213251729560231,,4.309792760300726,,,0.8751195870596851,1.2207987170645709,1.8249573104271508,1.1175162487986101,,,5.1089273395052,2.6732701811991944,0.46765769009283803,2.12728472359924,1.8438640846569692,2.548835580324712,1.5447650061800207,0.6462018505498,,1.896559458569675,2.2696490157192386,0.21433469637672384,2.6607130564415544,0.6716451032617471,,,0.7568875002402068,,,,,,,,,,,,
,,-,,,,,,,,,8165.0,3022.0,21494.0,,7823.0,,49.0,73318.0,2348.0,,48199.0,15125.0,6141.0,397.0,,45902.0,292.0,11300.0,37819.0,564.0,5358.0,,,5587.0,3937.0,964.0,382480.0,,299.0,7763.0,7288.0,,5006.0,10804.0,68159.0,262.0,,1855.0,3015.0,24231.0,1161992.0,32103.0,,2045.0,,6972.0,14177.0,5711.0,12288.0,1186.0,14617.0,13183.0,,20890.0,363.0,111.0,5774.0,15811.0,59777.0,4444.0,,,2221.0,22777.0,1015.0,7922.0,140633.0,1108.0,691.0,3673.0,135337.0,18196.0,,18140.0,97.0,9305.0,4702.0,657.0,1303.0,3292.0,,4743.0,9599.0,17551.0,4591.0,490429.0,128357.0,54321.0,12495.0,11798.0,9070.0,86240.0,2508.0,94063.0,3975.0,20669.0,16374.0,191.0,1718.0,4051.0,3196.0,2975.0,4181.0,910.0,1350.0,5217.0,,5455.0,1054.0,,9434.0,6349.0,35315.0,466.0,5434.0,502.0,,1721.0,1529.0,95407.0,,,1254.0,,,21862.0,9413.0,23674.0,2465.0,,12110.0,57895.0,,24150.0,3028.0,5514.0,99629.0,,10671.0,,81326.0,,2006.0,2890.0,,7821.0,30422.0,56843.0,48769.0,14857.0,,41859.0,4075.0,25661.0,145572.0,6087.0,42.0,165.0,142.0,182.0,,117.0,15492.0,5149.0,,,2040.0,,5732.0,2433.0,,3510.0,33030.0,77687.0,10093.0,22692.0,373.0,1407.0,14004.0,9604.0,14367.0,2748.0,79401.0,1915.0,394.0,2582.0,,,966.0,8123.0,71898.0,3196.0,,,19632.0,52479.0,8518.0,84930.0,21133.0,531143.0,5208.0,15066.0,423.0,18929.0,51209.0,7371.0,4270.0,4516.0,,,20174.0,,,,,,,,,,,,
,,-,,,,,,,,,241.621317928171,2466.57856282326,2830.96508422555,29769.1848515211,1396.2356660241298,,11037.4564119102,4930.813432631239,1283.2155427540802,23657.839115413197,32415.817502257403,36930.901339153905,1154.83778681643,23407.4033823583,18108.419474085502,384.613079896295,13620.643202646499,2529.07986726438,35383.431195550496,4017.69438387224,535.953540644334,73894.27672086451,1171.120770987,973.5739742851911,2512.3379928342497,5046.472317939,4450.92629166175,,26712.8361853589,3317.0834069491902,380.10343311355797,145.399864120227,389.351696552307,907.8742862544091,34541.6492687234,1766.8409082465198,,329.656589290317,455.277386189661,6948.0263963833495,1429.5504108923099,3172.7412845737895,636.138838207209,1623.07981098603,,4335.66966674964,980.2400722242791,9434.813987221629,3223.9415504007898,21715.7897860417,11941.992784093602,,207.19522296658798,46678.670741469505,876.124416133661,5124.73289740485,3382.89720206258,2743.2569454912,1187.8023093694699,2687.81769666512,8970.88794656158,236.003552211547,8764.332434315558,135.64480248132,3469.72258243935,36713.4197956078,33899.1007579905,6307.7438628957,436.477251939962,1276.52151210943,33978.6385157921,472.69818434946404,,21227.8026464878,6035.89952983179,2117.81692373982,302.718481080706,402.528230408629,1080.81532455086,470.16216147519,,1295.24474776043,23109.5334045153,10110.388753297,50574.8573068102,646.653597099598,1180.47970853563,2548.03370761675,1195.6736807818902,47628.3383609292,19258.0091878419,31535.745691754,,34521.2854110893,2076.01655867504,3186.76393811527,496.49307457396895,1179.59976084924,31313.2546510598,456.529370057735,427.35741307714,5833.20416034185,5226.16908106921,685.9594157558249,166.992124923339,7072.060287695401,99204.1398589541,6600.0190311367505,75034.2718592015,18995.289581276298,265.40234391778597,208.76030871299702,5126.85591611859,3359.4655486616803,436.221109329427,14547.809524554299,2573.7681173375,564.848624621185,4837.35269018419,7461.05884591639,2366.0126887848396,124338.35080140199,861.5139982207561,3382.58214860678,,1840.6210123969502,280.042684149479,,3183.9645842580103,,306.026146924083,39787.014092585,,26433.6841209835,1082.5963553358001,265.646816891319,612.1304068483889,,62454.1503450643,12531.720374738501,621.4691297995739,9612.970372976759,1267.2605663219902,4140.2969213122,768.053119393419,1446.3599598748401,2482.10736574563,1116.05895946862,7319.11698257991,18387.7625538978,52630.105291751395,17214.1435128314,716.39288197073,4039.18143984212,4632.135261792349,247.39182955713102,9967.80494817424,5439.775687199821,4761.43892579041,2389.43114394493,44772.463679211105,786.699438631287,12265.677326447,729.504633070987,3049.27073020544,10457.3203153001,311.104903507173,26297.100732555602,10403.143531888101,16780.131260583,838.58709942166,,5076.9728047219605,25634.569386205,1136.26954110029,634.736736730918,3224.40469963522,2252.65632897929,40488.8099398185,52403.896148920896,1469.5037339492098,300.89900288801203,2458.2983637680104,2634.7066703565,492.651241711903,389.259500750246,,2569.1006256211604,10980.7514692837,2992.1360237261497,6178.5429787211,1469.0087759774801,,2399.22452963138,295.723316049533,1564.92470152388,46661.38887904269,38393.3696901596,342.049576336782,42078.9370173507,4627.2437287002,485.594500625341,1813.0000005972101,4322.63685252097,619.296103934422,799.7525023517501,666.315452706186,511.330633756342,,,,28646.4811606998,,,21430.779059691,33128.371990654305,,,,2019.5715824120398,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.58230185013582,0.6659468552969704,1.656560900077668,,5.231292076521296,,,3.64745798063686,1.7020601410079366,,1.3703864935294587,2.816914611184633,1.1798565690073892,0.1910837388038012,,1.7532531425726932,,1.5954121938971921,1.456945234353966,4.552974669340364,6.12025819690742,,,10.191880583544423,7.933645839184574,0.5600050764862549,2.2834769518035225,,0.1787308220248597,2.904385203993675,3.9273717690390324,,2.6441724565220484,7.383275124833208,1.6223323456143837,1.6219125951497666,,3.735128840549038,4.1333699331480585,2.2445849046642334,1.3280525108520898,2.490108358923382,,4.098940683556645,,2.023193838993508,5.625489125101784,2.3386087021365487,2.5719913199739817,1.16517541298923,1.6780216918815787,1.5648547603161365,,2.215240246628117,0.12162209441356849,3.7285936073915185,1.8125692945213985,3.8583768473086324,1.6430570603500152,3.4790982927731893,,,1.236074234179937,3.1521761393727705,3.4818335004060956,1.056433595347326,2.102154075630972,4.85045656406882,2.551397450688596,1.0438614976973852,2.76567501960619,6.007623866033584,,0.9396567230881598,,3.362817361807616,3.8195210124847536,5.968940305266835,1.2886602036777555,2.2920345135252043,,4.698529215214098,0.009858170886103109,3.1461286467058733,0.0024223198107085403,1.1380465101208799,3.5302497179260315,0.949180432652818,0.6448546851610433,0.5222322223643716,0.6078236312274725,1.3738820746367164,0.21453690854891594,0.7355369213293723,0.9059005253449636,2.2874037983976105,2.1109225397034264,,0.01928102251474901,1.8890220404758074,5.108974430256238,2.1863548083567657,0.9124106111426029,1.7396576718286119,4.058761630825804,0.36244707775811386,,2.8735387002039774,1.233452050262428,,3.533158285924354,2.0292567388287126,16.63260575476602,,4.547130353468198,2.0671247592228097,,0.4602550396759595,3.204836336677401,1.5038725367549204,,,0.5578664059045912,,,0.8874264799287412,3.534953037873346,5.671259473505103,0.3964470538888578,,2.857031317877396,0.3271755480429443,,0.2559967845480675,3.8942306242466294,5.2725036045004625,14.034670108640682,,0.34803851893214804,,1.1411927898034064,,1.984678470819634,2.4435561585072474,,8.81613503005133,2.415893255908936,3.691130116492046,1.7454767417804813,0.7399271431491511,,0.3836419494845238,4.082336461507069,4.147697536222115,1.425557425750285,3.6923946674397725,,1.370130590823422,,1.701833780215922,,4.560623359479088,0.6590021174797086,1.3211293104791741,,,4.0275386343630695,,3.6969875191405577,1.1912199109774926,12.8419223071645,1.724702714626817,1.211572751633953,1.4025122513312427,1.6813087058226008,2.7253275321230275,0.6569955154213389,6.136012016317955,1.1579652230422386,0.9749580381842295,2.42516486495893,0.6305315026694708,1.8566708367340856,2.281367069588765,,4.364868167372054,,,1.4832720105075894,0.4475751660530431,1.9433149533714678,1.2011824078747573,,,5.092231596332189,3.732763210691212,0.5919279258241711,1.9266445360919635,2.670961678960818,2.3125584152200647,1.3831862943178612,0.6094756657178992,,1.8350102812832958,2.4040899735819417,0.2613209521728346,2.069588200548898,0.5376332740978342,,,0.8074785001979365,,,,,,,,,,,,
,,-,,,,,,,,,1.58230185013582,0.6659468552969704,1.656560900077668,,5.231292076521296,,,3.64745798063686,1.7020601410079366,,1.3703864935294587,2.816914611184633,1.1798565690073892,0.1910837388038012,,1.7532531425726932,,1.5954121938971921,1.456945234353966,4.552974669340364,6.12025819690742,,,10.191880583544423,7.933645839184574,0.5600050764862549,2.2834769518035225,,0.1787308220248597,2.904385203993675,3.9273717690390324,,2.6441724565220484,7.383275124833208,1.6223323456143837,1.6219125951497666,,3.735128840549038,4.1333699331480585,2.2445849046642334,1.3280525108520898,2.490108358923382,,4.098940683556645,,2.023193838993508,5.625489125101784,2.3386087021365487,2.5719913199739817,1.16517541298923,1.6780216918815787,1.5648547603161365,,2.215240246628117,0.12162209441356849,3.7285936073915185,1.8125692945213985,3.8583768473086324,1.6430570603500152,3.4790982927731893,,,1.236074234179937,3.1521761393727705,3.4818335004060956,1.056433595347326,2.102154075630972,4.85045656406882,2.551397450688596,1.0438614976973852,2.76567501960619,6.007623866033584,,0.9396567230881598,,3.362817361807616,3.8195210124847536,5.968940305266835,1.2886602036777555,2.2920345135252043,,4.698529215214098,0.009858170886103109,3.1461286467058733,0.0024223198107085403,1.1380465101208799,3.5302497179260315,0.949180432652818,0.6448546851610433,0.5222322223643716,0.6078236312274725,1.3738820746367164,0.21453690854891594,0.7355369213293723,0.9059005253449636,2.2874037983976105,2.1109225397034264,,0.01928102251474901,1.8890220404758074,5.108974430256238,2.1863548083567657,0.9124106111426029,1.7396576718286119,4.058761630825804,0.36244707775811386,,2.8735387002039774,1.233452050262428,,3.533158285924354,2.0292567388287126,16.63260575476602,,4.547130353468198,2.0671247592228097,,0.4602550396759595,3.204836336677401,1.5038725367549204,,,0.5578664059045912,,,0.8874264799287412,3.534953037873346,5.671259473505103,0.3964470538888578,,2.857031317877396,0.3271755480429443,,0.2559967845480675,3.8942306242466294,5.2725036045004625,14.034670108640682,,0.34803851893214804,,1.1411927898034064,,1.984678470819634,2.4435561585072474,,8.81613503005133,2.415893255908936,3.691130116492046,1.7454767417804813,0.7399271431491511,,0.3836419494845238,4.082336461507069,4.147697536222115,1.425557425750285,3.6923946674397725,,1.370130590823422,,1.701833780215922,,4.560623359479088,0.6590021174797086,1.3211293104791741,,,4.0275386343630695,,3.6969875191405577,1.1912199109774926,12.8419223071645,1.724702714626817,1.211572751633953,1.4025122513312427,1.6813087058226008,2.7253275321230275,0.6569955154213389,6.136012016317955,1.1579652230422386,0.9749580381842295,2.42516486495893,0.6305315026694708,1.8566708367340856,2.281367069588765,,4.364868167372054,,,1.4832720105075894,0.4475751660530431,1.9433149533714678,1.2011824078747573,,,5.092231596332189,3.732763210691212,0.5919279258241711,1.9266445360919635,2.670961678960818,2.3125584152200647,1.3831862943178612,0.6094756657178992,,1.8350102812832958,2.4040899735819417,0.2613209521728346,2.069588200548898,0.5376332740978342,,,0.8074785001979365,,,,,,,,,,,,
,,-,,,,,,,,,7514.0,2908.0,20017.0,,7370.0,,50.0,71996.0,1996.0,,73449.0,14991.0,5773.0,384.0,,44486.0,287.0,10926.0,36038.0,690.0,5320.0,47.0,,5452.0,3387.0,1036.0,354633.0,,262.0,8710.0,6760.0,,4745.0,10307.0,72611.0,272.0,,1902.0,2818.0,22763.0,1112871.0,30827.0,,1956.0,,6728.0,14101.0,4926.0,12322.0,1403.0,12507.0,13011.0,,21976.0,425.0,109.0,5713.0,15465.0,57108.0,4570.0,,,2260.0,22225.0,964.0,7948.0,130066.0,987.0,744.0,3303.0,132473.0,17616.0,,18525.0,99.0,9206.0,4483.0,672.0,1370.0,3206.0,,4571.0,9856.0,16475.0,4805.0,491404.0,120409.0,53344.0,12784.0,11948.0,8798.0,86080.0,2401.0,93900.0,3682.0,17049.0,16440.0,200.0,1713.0,3887.0,3119.0,2813.0,4153.0,880.0,1384.0,4506.0,,4886.0,976.0,,9500.0,5909.0,32189.0,476.0,5136.0,486.0,,1594.0,1627.0,93963.0,,,1178.0,,,21016.0,8791.0,24001.0,2470.0,,11467.0,55775.0,,21730.0,3024.0,5034.0,97548.0,,10835.0,,78167.0,,2001.0,2545.0,,6482.0,30835.0,53313.0,44986.0,14511.0,,42073.0,4451.0,24934.0,133249.0,6096.0,50.0,179.0,242.0,219.0,,114.0,14139.0,5054.0,,,1895.0,,5105.0,2379.0,473.0,3457.0,32360.0,70813.0,9930.0,19808.0,386.0,1181.0,12910.0,9506.0,12355.0,2705.0,72986.0,1934.0,379.0,2433.0,,,1011.0,8335.0,68035.0,3051.0,,,19122.0,57339.0,7212.0,76368.0,19821.0,541098.0,4873.0,14292.0,320.0,17021.0,50299.0,6810.0,4449.0,5023.0,,,20228.0,,,,,,,,,,,,
,,-,,,,,,,,,231.972528453462,2324.8506363144,2675.7252118761,29444.246691046803,1374.2525150686502,,10534.9946659267,4571.73722147817,1121.17390298149,22471.190964640602,31837.9365368721,36832.729466506,1046.42145107467,24212.393046044,18000.9135575854,371.22075576500197,13422.515515564099,2346.3862714526604,35218.4617520282,3770.9017074931,533.383157616606,71926.1816123924,1120.33777033374,966.463725407734,2414.59397152876,4886.34426078783,4458.33391442259,,26501.698507160698,3130.44698872303,362.992460928151,151.94104744004,365.18346741291606,895.640866435512,34228.4774351486,1724.81970893841,,354.2356714559,412.41229719624704,6757.98970077529,1307.40954989541,3101.68673990014,639.235457897906,1649.06227889273,,4151.6484254670395,1009.74890439741,8938.045715565691,3115.5392589596995,21676.068630717902,11523.516485018701,,202.016801500937,46623.938497530304,861.1045822292559,4776.08535172478,3443.1319727876503,2721.73137710504,1170.07968677636,2636.59529602693,8117.182493101,253.254450397365,8103.32812405354,142.687349420224,3439.52300289646,36081.608529069505,33862.5128357483,6301.46026239614,421.509426920934,1142.0046809370199,34244.1874723436,461.03676326334505,,19969.169016893302,5528.63305509968,2117.69846530064,304.235187365231,409.188033404429,1096.12938332769,475.68688242600405,,1264.15724841993,22379.9597113456,9714.425936260479,49581.91937828861,609.039397533885,1142.90282460674,2407.4471712334803,1838.3546737788101,47020.0452718147,19399.934443853403,31627.9712267363,,34021.9260111241,2042.87725202778,2925.4367193833696,495.568657041446,1154.6760685512,27578.1491950181,431.03777692098,408.27669941536595,5389.29326954644,5313.5625915459705,659.833374582696,252.954617196656,6354.81846694292,102121.436270407,5938.16110378058,75058.3422365349,17121.0566580261,249.103528348427,203.052812102766,4940.98653460478,2993.43163310222,418.58395331318,14624.4934169727,2567.13255708883,551.3273204971209,4700.59183673988,7448.26031596866,2319.9600969929998,124187.249172334,813.476600599434,3306.13247014117,,1748.90070966213,271.700162340233,,3090.2329797580396,,299.574268023169,39869.1956047422,,25901.9610277131,1069.92086036784,261.599788282197,568.970858369159,,62211.322671674105,13325.538267208301,603.538211789908,9660.08258587985,1190.47537058758,4051.1401183273797,770.7813306161951,1414.07222227727,2413.47958243085,1084.89735163206,7062.572313089541,18630.9736726927,53199.5374600542,16806.8798022886,670.1485856342749,3813.58987465969,4295.17409177909,247.61444783215998,10390.8716728254,5240.49896021611,4429.7386035794,2300.24498029328,44064.5453475203,752.4043780609551,11929.2419366954,702.461532618412,2912.75678073088,10991.9884339051,298.32806164748297,24811.2517546211,9862.591119535458,16326.2466768179,808.1464662214371,,4994.41189918497,25296.0495852066,1086.84166723362,606.185091509834,3084.47756251254,2214.9990574481303,39692.7799606641,52767.9068173796,1486.8517464811903,276.392096650155,2319.30707386415,2570.47002917682,523.408695156158,380.67699163871697,,2530.29828996667,9641.89463374683,2865.86313401208,5952.18156627148,1437.3109704773,,2497.5878284183,287.325729296284,1418.90101825577,44819.757534232594,36982.1659382066,328.524791212732,41282.9082016035,4587.3971795198495,471.476247290454,1783.1972017519502,4771.80769848198,586.099550065429,792.898456262349,638.824169067376,617.592710167592,,,,28834.8885095789,,,21191.4012484898,31420.5267335587,,,,1906.90720057091,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.0533196394180575,0.7870699835801458,1.9753919618836568,,4.77526916909692,,,3.5516785500783556,1.2493884196727976,,2.5772441829134336,2.8962244567086635,1.1731780472437014,0.22645533931907527,,1.7109383285511441,,1.4126503637378853,1.1400490673066488,4.012175723926457,7.065665193624824,,,11.605869385292921,6.992214031704862,0.4836292838475306,2.4047593851812787,,0.17595617599348257,2.400088313313246,4.246363716504941,,3.0244176050702563,6.441540981306446,1.8150175870498748,2.6186583801496295,,3.850969028260193,4.534782987487445,2.0748982873907003,1.3883409511444427,2.593727201179682,,3.40849322825395,,1.9059501302902566,6.355060806417526,2.0649167324311795,1.9897384904775592,0.9001618705960824,1.718861307254459,1.4351480657152096,,2.287232342711891,0.09686000098097822,1.696245299467226,1.7417581010975418,2.4020554309444386,1.4885661667171572,3.030616683320654,,,1.4779494611894128,3.571107531254101,4.075228875348583,0.9893641956750748,1.7552107705483082,4.53014926001379,4.2312681970911825,1.0541085001368833,3.0287045004449724,4.907653522546305,,0.9776659396784054,,3.129918476120729,3.737559246827976,5.519074617788287,1.2814717121443746,2.3988671151008014,,2.2800262842012384,0.009132057445607012,4.16318997829191,0.003265840198177547,1.225597697295797,3.5355071817804857,0.7490862283908154,0.4039218687755117,0.5645896259860466,0.5493117435778384,1.3169662244905025,0.16503139953437124,0.7341545377781348,0.987207935185796,2.7268343452583115,2.1191324667941966,,0.018162571370200525,1.6745964787837897,4.707823786202572,1.6522198529574819,0.74470089843439,2.8095727518372233,4.478404490052866,0.3349031962830165,,2.847920144982398,1.1255558734318691,,3.6313740632202713,4.785087770144976,17.69177268436618,,4.8243432029268005,1.8283217360614994,,0.4829741386752699,3.741636590188449,1.4965808329037649,,,0.6719470496186494,,,0.8379623299450513,3.605114136819763,6.015353278485939,0.37955519432607215,,2.992245933820366,0.29205850404936995,,0.2989790457561913,5.852074460629584,4.942727231745206,12.289196016556604,,0.3699850284905412,,1.1413788150575643,,1.7262869827878677,2.2069042442217004,,11.182062773428733,2.2627536007930438,3.499618361400287,1.6447870206712223,0.6217090031998755,,0.4032133601247948,3.4550096943255206,4.855974120973958,1.2243147957019516,3.612386691294587,,0.69070041896596,,1.5273378104726136,,4.635047038647728,0.6791428513555834,2.570831737839684,,,3.611250979634677,,3.5895347988939235,1.003514470026327,14.582956800048713,1.7150058921173144,1.1049560618161895,1.2497270376125729,1.874148968193732,3.5876515882047024,0.8513738158354104,5.531123803746888,1.2701536677915863,0.8523569605567602,2.7741997993409733,0.4786398634832081,1.9717291021592245,1.3261538697008066,3.4135217026066833,4.380635386041703,,,1.2714372366851154,0.6860750519169854,1.8836960578606126,0.984086274932462,,,5.238613027045377,3.9980792399297123,0.624649341649965,1.5742722040483472,2.0140137830166993,2.4232014529517625,1.3894666273760248,0.5591724019723496,,2.186530483637909,2.264433798620535,0.32821844182672666,2.8045434458407374,0.8323692232985346,,,0.7774382527234586,,,,,,,,,,,,
